                   401   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.250000       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00  2.13000000000000e-03
 9.96600000000000e-01  3.14000000000000e-03
 9.93140000000000e-01  4.14000000000000e-03
 9.89610000000000e-01  5.15000000000000e-03
 9.86010000000000e-01  6.17000000000000e-03
 9.82350000000000e-01  7.20000000000000e-03
 9.78630000000000e-01  8.22000000000000e-03
 9.74840000000000e-01  9.26000000000000e-03
 9.70980000000000e-01  1.03000000000000e-02
 9.67060000000000e-01  1.13500000000000e-02
 9.63070000000000e-01  1.24000000000000e-02
 9.59020000000000e-01  1.34700000000000e-02
 9.54900000000000e-01  1.45400000000000e-02
 9.50720000000000e-01  1.56200000000000e-02
 9.46470000000000e-01  1.67200000000000e-02
 9.42160000000000e-01  1.78300000000000e-02
 9.37780000000000e-01  1.89500000000000e-02
 9.33330000000000e-01  2.00900000000000e-02
 9.28820000000000e-01  2.12500000000000e-02
 9.24250000000000e-01  2.24100000000000e-02
 9.19610000000000e-01  2.35900000000000e-02
 9.14900000000000e-01  2.47900000000000e-02
 9.10130000000000e-01  2.60000000000000e-02
 9.05290000000000e-01  2.72200000000000e-02
 9.00390000000000e-01  2.84600000000000e-02
 8.95420000000000e-01  2.97200000000000e-02
 8.90390000000000e-01  3.09900000000000e-02
 8.85290000000000e-01  3.22700000000000e-02
 8.80130000000000e-01  3.35700000000000e-02
 8.74900000000000e-01  3.48900000000000e-02
 8.69610000000000e-01  3.62200000000000e-02
 8.64250000000000e-01  3.75600000000000e-02
 8.58820000000000e-01  3.89200000000000e-02
 8.53330000000000e-01  4.02900000000000e-02
 8.47780000000000e-01  4.16700000000000e-02
 8.42160000000000e-01  4.30600000000000e-02
 8.36470000000000e-01  4.44700000000000e-02
 8.30720000000000e-01  4.58900000000000e-02
 8.24900000000000e-01  4.73200000000000e-02
 8.19020000000000e-01  4.87700000000000e-02
 8.13070000000000e-01  5.02300000000000e-02
 8.07060000000000e-01  5.17000000000000e-02
 8.00980000000000e-01  5.31900000000000e-02
 7.94840000000000e-01  5.46800000000000e-02
 7.88630000000000e-01  5.61900000000000e-02
 7.82350000000000e-01  5.77100000000000e-02
 7.76010000000000e-01  5.92500000000000e-02
 7.69610000000000e-01  6.07800000000000e-02
 7.63140000000000e-01  6.23300000000000e-02
 7.56600000000000e-01  6.38800000000000e-02
 7.50000000000000e-01  6.54400000000000e-02
 7.43330000000000e-01  6.70100000000000e-02
 7.36670000000000e-01  6.85700000000000e-02
 7.30000000000000e-01  7.01300000000000e-02
 7.23330000000000e-01  7.16800000000000e-02
 7.16670000000000e-01  7.32200000000000e-02
 7.10000000000000e-01  7.47500000000000e-02
 7.03330000000000e-01  7.62800000000000e-02
 6.96670000000000e-01  7.77900000000000e-02
 6.90000000000000e-01  7.93000000000000e-02
 6.83330000000000e-01  8.08000000000000e-02
 6.76670000000000e-01  8.22800000000000e-02
 6.70000000000000e-01  8.37500000000000e-02
 6.63330000000000e-01  8.52200000000000e-02
 6.56670000000000e-01  8.66700000000000e-02
 6.50000000000000e-01  8.81000000000000e-02
 6.43330000000000e-01  8.95300000000000e-02
 6.36670000000000e-01  9.09300000000000e-02
 6.30000000000000e-01  9.23300000000000e-02
 6.23330000000000e-01  9.37100000000000e-02
 6.16670000000000e-01  9.50700000000000e-02
 6.10000000000000e-01  9.64200000000000e-02
 6.03330000000000e-01  9.77500000000000e-02
 5.96670000000000e-01  9.90600000000000e-02
 5.90000000000000e-01  1.00350000000000e-01
 5.83330000000000e-01  1.01630000000000e-01
 5.76670000000000e-01  1.02890000000000e-01
 5.70000000000000e-01  1.04130000000000e-01
 5.63330000000000e-01  1.05350000000000e-01
 5.56670000000000e-01  1.06550000000000e-01
 5.50000000000000e-01  1.07730000000000e-01
 5.43330000000000e-01  1.08880000000000e-01
 5.36670000000000e-01  1.10010000000000e-01
 5.30000000000000e-01  1.11120000000000e-01
 5.23330000000000e-01  1.12210000000000e-01
 5.16670000000000e-01  1.13270000000000e-01
 5.10000000000000e-01  1.14300000000000e-01
 5.03330000000000e-01  1.15300000000000e-01
 4.96670000000000e-01  1.16280000000000e-01
 4.90000000000000e-01  1.17230000000000e-01
 4.83330000000000e-01  1.18150000000000e-01
 4.76670000000000e-01  1.19040000000000e-01
 4.70000000000000e-01  1.19910000000000e-01
 4.63330000000000e-01  1.20740000000000e-01
 4.56670000000000e-01  1.21540000000000e-01
 4.50000000000000e-01  1.22300000000000e-01
 4.43330000000000e-01  1.23030000000000e-01
 4.36670000000000e-01  1.23720000000000e-01
 4.30000000000000e-01  1.24360000000000e-01
 4.23330000000000e-01  1.24970000000000e-01
 4.16670000000000e-01  1.25540000000000e-01
 4.10000000000000e-01  1.26060000000000e-01
 4.03330000000000e-01  1.26550000000000e-01
 3.96670000000000e-01  1.26990000000000e-01
 3.90000000000000e-01  1.27380000000000e-01
 3.83330000000000e-01  1.27730000000000e-01
 3.76670000000000e-01  1.28030000000000e-01
 3.70000000000000e-01  1.28280000000000e-01
 3.63330000000000e-01  1.28460000000000e-01
 3.56670000000000e-01  1.28580000000000e-01
 3.50000000000000e-01  1.28640000000000e-01
 3.43330000000000e-01  1.28620000000000e-01
 3.36670000000000e-01  1.28530000000000e-01
 3.30000000000000e-01  1.28370000000000e-01
 3.23330000000000e-01  1.28150000000000e-01
 3.16670000000000e-01  1.27850000000000e-01
 3.10000000000000e-01  1.27490000000000e-01
 3.03330000000000e-01  1.27050000000000e-01
 2.96670000000000e-01  1.26560000000000e-01
 2.90000000000000e-01  1.26000000000000e-01
 2.83330000000000e-01  1.25380000000000e-01
 2.76670000000000e-01  1.24690000000000e-01
 2.70000000000000e-01  1.23940000000000e-01
 2.63330000000000e-01  1.23120000000000e-01
 2.56670000000000e-01  1.22240000000000e-01
 2.50000000000000e-01  1.21300000000000e-01
 2.43420000000000e-01  1.20300000000000e-01
 2.36930000000000e-01  1.19260000000000e-01
 2.30530000000000e-01  1.18170000000000e-01
 2.24210000000000e-01  1.17040000000000e-01
 2.17980000000000e-01  1.15860000000000e-01
 2.11840000000000e-01  1.14650000000000e-01
 2.05790000000000e-01  1.13400000000000e-01
 1.99820000000000e-01  1.12100000000000e-01
 1.93950000000000e-01  1.10780000000000e-01
 1.88160000000000e-01  1.09420000000000e-01
 1.82450000000000e-01  1.08030000000000e-01
 1.76840000000000e-01  1.06600000000000e-01
 1.71310000000000e-01  1.05150000000000e-01
 1.65870000000000e-01  1.03670000000000e-01
 1.60520000000000e-01  1.02170000000000e-01
 1.55260000000000e-01  1.00640000000000e-01
 1.50080000000000e-01  9.90900000000000e-02
 1.44990000000000e-01  9.75100000000000e-02
 1.39990000000000e-01  9.59100000000000e-02
 1.35080000000000e-01  9.43000000000000e-02
 1.30260000000000e-01  9.26600000000000e-02
 1.25520000000000e-01  9.10100000000000e-02
 1.20870000000000e-01  8.93400000000000e-02
 1.16310000000000e-01  8.76500000000000e-02
 1.11830000000000e-01  8.59500000000000e-02
 1.07450000000000e-01  8.42400000000000e-02
 1.03150000000000e-01  8.25100000000000e-02
 9.89300000000000e-02  8.07600000000000e-02
 9.48100000000000e-02  7.90200000000000e-02
 9.07700000000000e-02  7.72500000000000e-02
 8.68300000000000e-02  7.54900000000000e-02
 8.29700000000000e-02  7.37100000000000e-02
 7.91900000000000e-02  7.19200000000000e-02
 7.55100000000000e-02  7.01300000000000e-02
 7.19100000000000e-02  6.83400000000000e-02
 6.84000000000000e-02  6.65400000000000e-02
 6.49800000000000e-02  6.47400000000000e-02
 6.16400000000000e-02  6.29300000000000e-02
 5.84000000000000e-02  6.11300000000000e-02
 5.52400000000000e-02  5.93300000000000e-02
 5.21700000000000e-02  5.75300000000000e-02
 4.91800000000000e-02  5.57300000000000e-02
 4.62900000000000e-02  5.39300000000000e-02
 4.34800000000000e-02  5.21400000000000e-02
 4.07600000000000e-02  5.03500000000000e-02
 3.81200000000000e-02  4.85600000000000e-02
 3.55800000000000e-02  4.67900000000000e-02
 3.31200000000000e-02  4.50200000000000e-02
 3.07500000000000e-02  4.32600000000000e-02
 2.84700000000000e-02  4.15100000000000e-02
 2.62700000000000e-02  3.97600000000000e-02
 2.41700000000000e-02  3.80400000000000e-02
 2.21500000000000e-02  3.63200000000000e-02
 2.02200000000000e-02  3.46200000000000e-02
 1.83700000000000e-02  3.29300000000000e-02
 1.66200000000000e-02  3.12600000000000e-02
 1.49500000000000e-02  2.96100000000000e-02
 1.33700000000000e-02  2.79700000000000e-02
 1.18700000000000e-02  2.63500000000000e-02
 1.04700000000000e-02  2.47500000000000e-02
 9.15000000000000e-03  2.31700000000000e-02
 7.92000000000000e-03  2.16100000000000e-02
 6.78000000000000e-03  2.00700000000000e-02
 5.72000000000000e-03  1.85500000000000e-02
 4.76000000000000e-03  1.70600000000000e-02
 3.88000000000000e-03  1.55700000000000e-02
 3.09000000000000e-03  1.40900000000000e-02
 2.38000000000000e-03  1.26100000000000e-02
 1.77000000000000e-03  1.11000000000000e-02
 1.24000000000000e-03  9.45000000000000e-03
