holeid,east,north,elev,length,az,dip,drilltype,year
10034,2300952.51,419920.31,-80,350,147,41,CORE,1978
10035,2300950.41,419923.69,-78,350,0,90,CORE,1978
10036,2300621.99,418399.49,-86,120,147,-65,CORE,1978
10037,2300704.9,418462.7,-85,145,0,-90,CORE,1978
10038,2300708.19,418457.68,-84,173,147,-24,CORE,1978
10039,2300708.19,418457.68,-81,200,147,0,CORE,1978
1004,2425194.84,290272.26,1200,100,0,-90,CORE?,1975
10040,2300700.3,418468.01,-82,149,327,-7,CORE,1978
10041,2300700.3,418468.01,-74,147,327,42,CORE,1978
10042,2300705.2,418460.5,-74,115,147,53,CORE,1978
10043,2300788.31,418517.91,-87,128,0,-90,CORE,1978
10044,2300791.8,418510.6,-86,249,147,-30,CORE,1978
10045,2300792.72,418511.19,-84,149,147,0,CORE,1978
10046,2300784,418524.6,-84,210,327,0,CORE,1978
10047,2300785.61,418522.11,-77,165,327,41,CORE,1978
10048,2300790.81,418515.91,-76,120,147,67,CORE,1978
10049,2300875.5,418567.22,-88,227,147,-57,CORE,1978
1005,2424344.15,290822.32,1200,100,0,-90,CORE?,1975
10050,2300876.09,418566.4,-87,315,147,-36,CORE,1978
10051,2300868.99,418577.32,-87,160,327,-56,CORE,1978
10052,2300867.41,418579.81,-84,225,327,0,CORE,1978
10053,2300876.09,418566.4,-84,210,147,0,CORE,1978
10054,2300838.01,418625.09,-81,105,327,32,CORE,1978
10055,2300873.88,418573.29,-78,49,147,87,CORE,1978
10056,2300951.61,418631.9,-87,175,327,-18,CORE,1978
10057,2300954.01,418629.9,-89,132,327,-74,CORE,1978
10058,2300957.01,418623.51,-89,237,147,-58,CORE,1978
10059,2300958.91,418622.39,-88,364,147,-36,CORE,1978
1006,2427552.36,289304.45,1200,100,0,-90,CORE?,1975
10060,2300780.8,419817.5,-92,485,0,-90,CORE,1978
10061,2300784.12,419812.51,-92,292,147,-31,CORE,1978
10062,2300784.12,419812.51,-90,419,147,-21,CORE,1978
10063,2300776.49,419824.19,-92,250,327,-37,CORE,1978
10064,2300776,419825.1,-91,460,327,-28,CORE,1978
10065,2300776,419825.1,-88,495,327,0,CORE,1978
10066,2300784.12,419812.51,-88,400,147,0,CORE,1978
10067,2300783.59,419813.3,-84,500,147,41,CORE,1978
10068,2300776.49,419824.19,-84,300,327,32,CORE,1978
10069,2300780.8,419817.5,-82,275,147,88,CORE,1978
1007,2428370.21,288793.77,1200,100,0,-90,CORE?,1975
10070,2301261.71,418347.9,-86,215,147,-88,CORE,1978
10071,2301253.61,418343.79,-85,325,237,-25,CORE,1978
10072,2301254.78,418345.69,-86,253,237,-65,CORE,1978
10073,2301253.11,418344.71,-85,261,237,-38,CORE,1978
10074,2301264.78,418352.3,-86,450,57,-34,CORE,1978
10075,2301264,418351.71,-86,295,57,-51,CORE,1978
10076,2301262.79,418346.2,-86,250,147,-70,CORE,1978
10077,2301263.09,418344,-86,250,147,-53,CORE,1978
10078,2301263.29,418341.7,-86,320,147,-44,CORE,1978
10079,2301231.2,418387.7,-86,230,0,-90,CORE,1978
1008,2429322.73,288194.65,1200,100,0,-90,CORE?,1975
10080,2301544.11,419380.1,-75,350,57,45,CORE,1978
10081,2301545.2,419378.4,-81,300,57,2,CORE,1978
10082,2301545.9,419371.7,-86,235,0,-90,CORE,1978
10083,2301543.79,419375.11,-86,487,327,-29,CORE,1978
10084,2301546.99,419366.39,-85,398,147,-30,CORE,1978
10085,2301547.81,419367.01,-82,408,147,-8,CORE,1978
10086,2301548.69,419367.51,-80,500,147,12,CORE,1978
10087,2301547.81,419367.01,-75,300,147,38,CORE,1978
10088,2301540.21,419378.72,-86,333,327,-47,CORE,1978
10089,2301547.4,419374.99,-85,475,57,-30,CORE,1978
1009,2428793.92,288515.44,1200,100,0,-90,CORE?,1975
10090,2301550.59,419370,-82,476,12,0,CORE,1978
10091,2301544.71,419379.22,-82,350,315,0,CORE,1978
10092,2300593.41,419698.49,-94,151,0,-90,CORE,1978
10093,2300597.2,419692.68,-89,395,147,-1,CORE,1978
10094,2300590.09,419703.6,-89,595,327,1,CORE,1978
10095,2300590.09,419703.6,-94,312,327,-36,CORE,1978
10096,2300590.09,419703.6,-91,600,327,-15,CORE,1978
10097,2300596.7,419693.5,-94,205,147,-50,CORE,1978
10098,2300597.2,419692.68,-92,276,147,-17,CORE,1978
10099,2300600.61,419694.79,-93,248,12,-25,CORE,1978
1010,2427972.74,289058.97,1200,100,0,-90,CORE?,1975
10100,2300590.09,419703.6,-93,270,22,-25,CORE,1978
10101,2300597.61,419701.22,-94,200,57,-35,CORE,1978
10102,2300596.7,419693.5,-85,500,147,40,CORE,1978
10103,2300590.69,419702.68,-85,289,327,33,CORE,1978
10104,2300591.21,419701.9,-84,300,327,88,CORE,1978
10105,2301540.21,419378.72,-82,400,327,0,CORE,1978
10106,2301540.21,419378.72,-76,396,327,45,CORE,1978
10107,2301544.91,419373.41,-76,300,237,89,CORE,1978
10108,2300540.19,419453.18,-96,95,0,-90,CORE,1978
10109,2300535.81,419459.91,-96,190,327,-30,CORE,1978
1011,2425611.97,290023.49,1200,100,0,-90,CORE?,1975
10110,2300535.81,419459.91,-94,400,327,-14,CORE,1978
10111,2300535.81,419459.91,-93,600,327,1,CORE,1978
10112,2300542.92,419448.99,-93,250,147,1,CORE,1978
10113,2300536.41,419459.09,-88,50,327,42,CORE,1978
10113A,2300536.41,419459.09,-88,300,327,42,CORE,1978
10114,2300540.19,419453.18,-86,85,0,90,CORE,1978
10114A,2300540.19,419453.18,-86,450,0,90,CORE,1978
10115,2300542.29,419449.91,-87,442,147,51,CORE,1978
10116,2301545.69,419377.51,-81,40,57,0,CORE,1978
10117,2301379.7,419260.5,-88,165,0,-90,CORE,1978
10118,2301376.51,419269.19,-87,302,327,-49,CORE,1978
10119,2301386.01,419256.31,-87,250,147,-31,CORE,1978
1012,2424646.29,290652.13,1200,100,0,-90,CORE?,1975
10120,2301386.01,419256.31,-84,450,147,0,CORE,1978
10121,2301377.3,419269.72,-85,400,327,-1,CORE,1978
10122,2301378.21,419270.21,-87,445,327,-29,CORE,1978
10123,2301378.21,419270.21,-77,399,327,44,CORE,1978
10124,2301387.92,419255.09,-78,350,147,44,CORE,1978
10125,2301380.58,419264.7,-75,300,57,88,CORE,1978
10126,2301204.8,418426.58,-87,200,0,-90,CORE,1978
10127,2301211.49,418430.89,-87,200,57,-58,CORE,1978
10128,2301211.49,418430.89,-86,380,57,-36,CORE,1978
10129,2301200.6,418423.89,-87,250,237,-46,CORE,1978
10130,2301204.8,418426.58,-77,100,0,90,CORE,1978
10131,2301294.72,419207.81,-90,35,0,-90,CORE,1978
10132,2301273.99,419195.61,-90,150,0,-90,CORE,1978
10133,2301272.61,419199.51,-89,275,327,-39,CORE,1978
10134,2301215.42,419148.21,-87,295,147,1,CORE,1978
10135,2301208.81,419158.21,-87,395,327,0,CORE,1978
10136,2301208.81,419158.21,-90,350,327,-30,CORE,1978
10137,2301215.42,419148.21,-90,218,147,-23,CORE,1978
10138,2301214.79,419149,-80,395,147,50,CORE,1978
10139,2301210.48,419155.69,-80,400,327,57,CORE,1978
10140,2301212.91,419153.69,-80,195,0,90,CORE,1978
10141,2301212.59,419152.41,-91,539,327,-88,CORE,1978
10142,2301174.91,418472.71,-87,200,0,-90,CORE,1978
10143,2301170.71,418469.99,-87,300,237,-34,CORE,1978
10144,2301181.59,418477.09,-87,260,57,-35,CORE,1978
10145,2301154.5,418519.09,-86,408,57,-27,CORE,1978
10146,2301153.61,418518.5,-87,320,57,-39,CORE,1978
10147,2301151.91,418517.41,-87,300,57,-56,CORE,1978
10148,2301148.6,418515.31,-87,200,0,-90,CORE,1978
10149,2301143.61,418511.99,-87,315,237,-35,CORE,1978
10150,2301148.6,418515.31,-78,200,0,90,CORE,1978
10151,2301121.99,418560,-88,190,0,-90,CORE,1978
10152,2301113.59,418554.61,-87,295,237,-35,CORE,1978
10153,2301125.4,418562.2,-87,270,57,-35,CORE,1978
10154,2301213.8,419154.31,-80,400,57,81,CORE,1978
10155,2301093.69,418596.39,-89,557,0,-90,CORE,1978
10156,2301087.82,418592.6,-88,270,237,-36,CORE,1978
10157,2301099.49,418600.2,-89,205,57,-51,CORE,1978
10158,2301100.41,418600.79,-87,335,57,-25,CORE,1978
10159,2301100.41,418600.79,-88,265,57,-34,CORE,1978
10160,2301097.91,418599.21,-80,250,57,45,CORE,1978
10161,2301093.69,418596.39,-78,195,0,90,CORE,1978
10162,2301132.1,419100.19,-92,130,0,-90,CORE,1978
10163,2301128.81,419105.21,-90,345,327,-39,CORE,1978
10164,2301133.41,419096.29,-90,194,147,-22,CORE,1978
10165,2301241.3,418931.5,-82,260,147,-60,CORE,1978
10166,2301132.1,419100.19,-82,300,327,58,CORE,1978
10167,2301131.01,419101.9,-82,252,0,90,CORE,1978
10168,2301044.19,419044.48,-93,97,0,-90,CORE,1978
10169,2301048.01,419038.61,-91,125,147,-15,CORE,1978
10170,2301043.4,419047.6,-91,205,327,-23,CORE,1978
10171,2301043.4,419047.6,-89,400,327,0,CORE,1978
10172,2301048.89,419039.21,-90,402,147,1,CORE,1978
10173,2301047.81,419040.91,-84,352,147,35,CORE,1978
10174,2301045.9,419045.6,-83,400,327,42,CORE,1978
10175,2301048.89,419042.78,-83,300,12,84,CORE,1978
10176,2301061.3,418644.61,-89,185,0,-90,CORE,1978
10177,2301061.3,418644.61,-77,180,0,90,CORE,1978
10178,2301036.72,418671.49,-86,255,32,-2,CORE,1978
10179,2301035.51,418686.29,-90,146,0,-90,CORE,1978
10180,2301040.5,418689.51,-89,200,57,-33,CORE,1978
10181,2301040.5,418689.51,-87,245,57,-17,CORE,1978
10182,2301040.5,418689.51,-86,340,57,-9,CORE,1978
10183,2301040.5,418689.51,-85,369,57,1,CORE,1978
10184,2301035.51,418686.29,-77,50,0,-90,CORE,1978
10185,2301010.2,418723.5,-91,95,0,-90,CORE,1978
10186,2301010.2,418723.5,-81,170,0,-90,CORE,1978
10187,2300969.41,418988.89,-93,106,147,-54,CORE,1978
10188,2300965.6,418994.79,-84,585,327,48,CORE,1978
10189,2300967.21,418992.3,-84,405,147,57,CORE,1978
10190,2300967.21,418992.3,-84,410,327,88,CORE,1978
10191,2300983.89,418765.99,-92,100,0,-90,CORE,1978
10192,2300989.79,418769.81,-91,95,57,-42,CORE,1978
10193,2300989.79,418769.81,-88,122,57,-11,CORE,1978
10194,2300989.79,418769.81,-86,190,57,30,CORE,1978
10195,2300983.89,418765.99,-81,150,0,-90,CORE,1978
10196,2300929.5,418850,-93,75,0,-90,CORE,1978
10197,2300925.3,418847.2,-92,120,237,-44,CORE,1978
10198,2300924.51,418846.71,-89,300,237,0,CORE,1978
10199,2300926.19,418847.79,-84,100,237,45,CORE,1978
10200,2300933.69,418852.69,-84,180,57,46,CORE,1978
10201,2300472.51,419163.99,-97,100,0,-90,CORE,1978
10202,2300476.3,419158.09,-93,225,147,0,CORE,1978
10203,2300469.78,419168.18,-93,350,327,-1,CORE,1978
10204,2300475.21,419159.79,-89,500,147,40,CORE,1978
10205,2300473.01,419163.2,-88,400,0,90,CORE,1978
10206,2300470.9,419166.51,-89,500,327,35,CORE,1978
10207,2300964.51,418996.5,-93,125,327,-41,CORE,1978
10208,2300895.01,418945.61,-94,96,315,-89,CORE,1978
10209,2300896.4,418941.7,-94,110,147,-49,CORE,1978
10210,2300891.79,418950.59,-92,195,327,-16,CORE,1978
10211,2300890.9,418950,-90,334,327,2,CORE,1978
10212,2300890.9,418950,-88,450,327,24,CORE,1978
10213,2300892.61,418947.51,-85,495,327,47,CORE,1978
10214,2300895.01,418945.61,-83,327,147,58,CORE,1978
10215,2300893.99,418947.21,-84,293,57,89,CORE,1978
10216,2300871.5,418930.32,-90,345,237,1,CORE,1978
10217,2300871.5,418930.32,-89,315,237,14,CORE,1978
10218,2300872.1,418929.5,-85,320,237,48,CORE,1978
10219,2300867.2,418937.1,-91,285,237,-12,CORE,1978
1146,2432777.9,286116.06,1200,100,0,-90,CORE?,1975
1147,2424918.93,288276.71,1200,100,0,-90,CORE?,1975
1148,2422922.83,291125.39,1200,100,0,-90,CORE?,1975
1149,2424513.54,287281.82,1200,100,0,-90,CORE?,1975
11503,2350853.43,490474.65,1450,727,332,-60,,1954
11504,2329817.04,478112.41,1460,628,325,-60,,1954
11505,2329676.69,478319.36,1440,626,325,-60,,1954
11506,2351377.97,489507.57,1478,1311,332,-55,,1954
11507,2328012.92,476495.93,1445,735,325,-60,,1954
11508,2327140.33,475644.24,1480,643,325,-60,,1954
11509,2330844.02,478736.51,1452,735,325,-60,,1954
11510,2348967.47,488917.01,1485,1221,332,-55,,1954
11511,2332740.8,480216.39,1435,524,325,-60,,1954
11512,2355645.73,491708.49,1472,1055,332,-58,,1954
11513,2356879.6,491951,1503,2066,332,-55,,1954
11514,2350060.65,489418.91,1487,1308,332,-55,,1954
11515,2329067.98,477078.62,1450,758,325,-55,,1954
11516,2352123.02,490651.25,1472,869,332,-70,,1954
11517,2331803.64,479459.91,1453,793,325,-50,,1954
11518,2354223.56,491813.26,1500,855,332,-70,,1954
11519,2347902.9,488362.38,1518.9,1334,0,-90,,1954
11520,2333812.69,480774.26,1423,564,325,-60,,1954
11521,2353327.8,490947.38,1486,953,0,-90,,1954
11523,2349620.9,488971.01,1486,1364,332,-55,,1954
11524,2350701.19,489496.62,1485,1298,332,-59,,1954
11525,2352022.28,489578.26,1465,1364,332,-55,,1954
11526,2330131.45,477648.88,1466,1169,325,-72,,1954
11526R,2330123.64,477627.28,1466,1166,325,-72,,2000
11527,2328456.48,475842.02,1431,1175,325,-70,,1954
11528,2329320.61,476706.14,1453,1158,325,-70,,1954
11529,2330414.99,477230.86,1456,1582,325,-78,,1954
11530,2331276.33,478099.12,1468,1513,325,-80,,1954
11531,2329376.77,476623.36,1451,1505,0,-90,,1955
11532,2327798.35,474674.1,1436,1850,0,-90,,1955
11533,2332203.4,478870.55,1444,1319,0,-90,,1955
11534,2333321.32,479360.52,1461,1246,0,-90,,1955
11535,2334365.16,479959.76,1485,1302,0,-90,,1955
11536,2330771.52,476705.24,1460,1993,0,-90,,1955
11537,2331708.65,477461.76,1480,2204,0,-90,,1955
11538,2350187.63,490443.53,1430,597,0,-90,,1955
11539,2349688.7,490104.67,1430,1039,0,-90,,1955
11540,2349497.99,490456.33,1434,253,0,-90,,1955
11541,2354811.29,493247.08,1435,315,332,-70,,1955
11543,2258394.93,394377.04,1555,896,315,-70,CORE,1956
11544,2268025.49,399896.9,1579,709,0,-60,CORE,1956
11545,2258518.31,395332.18,1555,465,315,-60,CORE,1956
11546,2267157.11,404601.07,1635,676,315,-60,CORE,1956
11547,2245732.75,352344.26,1510,485,270,-60,CORE,1956
11548,2267685.83,404326.12,1650,576,315,-60,CORE,1956
11549,2246815.76,352312.92,1510,955,270,-60,CORE,1956
11550,2269387.77,405237.41,1628,449,315,-70,CORE,1956
1160,2433043.71,286103.33,1200,100,0,-90,CORE?,1975
1161and1162,2432968.25,286096.66,1200,100,0,-90,CORE?,1975
1163,2432139.88,284871.41,1200,100,0,-90,CORE?,1975
1164,2432800.48,286355.64,1200,100,0,-90,CORE?,1975
1165,2432958.18,286250.86,1200,100,0,-90,CORE?,1975
1166,2433000.88,286218.11,1200,100,0,-90,CORE?,1975
1167,2433046.86,286191.93,1200,100,0,-90,CORE?,1975
1168,2433104.34,285073.01,1200,100,0,-90,CORE?,1975
1169,2433133.78,285135.4,1200,100,0,-90,CORE?,1975
1170,2433153.39,285184.64,1200,100,0,-90,CORE?,1975
1171,2432839.93,286332.72,1200,100,0,-90,CORE?,1975
1172,2433348.46,288558.34,1200,100,0,-90,CORE?,1975
1173,2433264.32,287760.81,1200,100,0,-90,CORE?,1975
1174,2433304.65,287143.94,1200,100,0,-90,CORE?,1975
1175,2432876.06,286309.81,1200,100,0,-90,CORE?,1975
1176,2432915.47,286286.9,1200,100,0,-90,CORE?,1975
1178,2433277.06,292394.3,1200,100,0,-90,CORE?,1975
1179,2433024.76,289975.47,1200,100,0,-90,CORE?,1975
1181,2431499.93,287098.58,1200,100,0,-90,CORE?,1975
1183,2427256.73,293878.45,1200,100,0,-90,CORE?,1975
1198,2428229,288872.31,1200,100,0,-90,CORE?,1975
1203,2432858.09,287340.16,1200,100,0,-90,CORE?,1975
1205,2432426.29,286437.11,1200,100,0,-90,CORE?,1975
1206,2432903.55,287645.43,1200,100,0,-90,CORE?,1975
1208,2426137.47,289702.69,1200,100,0,-90,CORE?,1975
13601,2265095.83,402461.96,1600,722,0,-90,CORE,1956
13602,2260143.99,396794.77,1565,870,0,-90,CORE,1956
13603,2244058.9,352473.25,1510,375,0,-90,CORE,1956
13604,2260089.05,396184.29,1570,1384,0,-90,CORE,1957
13605,2244994.36,352343.25,1510,953,0,-90,CORE,1956
13606,2266067.18,402469.82,1595,934,0,-90,CORE,1956
13607,2266251.81,401052.92,1580,1430,0,-90,CORE,1957
13608,2244994.36,352343.25,1490,744,270,-45,CORE,1957
13609,2259466.21,395694.47,1560,1182,0,-90,CORE,1957
13610,2245371.72,352376.58,1490,535,270,-55,CORE,1957
13611,2257185.97,393485.87,1550,1455,0,-90,CORE,1957
13612,2245109.54,352113.69,1490,1054,0,-90,CORE,1957
13613,2266735.37,403419.11,1690,895,0,-90,CORE,1957
13614,2267715.63,404125.98,1690,890,0,-90,CORE,1957
13615,2245700.51,351917.59,1490,1450,0,-90,CORE,1957
13616,2245929.11,352738.33,1490,447,0,-90,CORE,1957
13617,2247110.57,352707.12,1495,787,0,-90,CORE,1957
13618,2245373.37,351162.35,1485,1585,0,-90,CORE,1957
13619,2245468.6,353525.32,1500,1209,0,-90,CORE,1957
13620,2268160.15,405452.36,1670,646,0,-90,CORE,1957
13621,2245499.9,354641.14,1500,1185,0,-90,CORE,1957
13623,2268587.4,404980.37,1680,920,0,-90,CORE,1957
13624,2246711.41,356644.64,1528,389,0,-90,CORE,1957
13625,2246937.83,359073.41,1522,2295,0,-90,CORE,1957
13626,2343253.62,486864.78,1480,536,0,-90,,1954
13627,2341238.91,485544.47,1445,628,0,-90,,1957
13628,2343539.73,486337.27,1495,836,0,-90,,1957
13629,2339319.59,484048.36,1500,1155,0,-90,,1957
13630,2323939.44,472968.87,1520,731,0,-90,,1957
13631,2322540.91,470922.67,1480,950,0,-90,,1957
13632,2321359.05,468814.4,1490,455,0,-90,,1957
13633,2321103.05,466536.41,1480,671,0,-90,,1957
13634,2320022.25,463930.3,1500,723,0,-90,,1957
13644,2349013.54,489146.8,1500,23,0,-90,,1966
13645,2348994.46,489181.95,1500,33,0,-90,,1966
13646,2349413.94,489352.57,1490,31,0,-90,,1966
13647,2350273,489645.73,1464,1305,332,-65,,1966
13648,2350064.62,489398.53,1496,1445,0,-90,,1966
13649,2349718.51,489210.58,1496,1524,0,-90,,1967
13650,2349909.25,488858.9,1478,1786,0,-90,,1967
26000,2249865.17,259508.67,1568,730,250,-46,CORE,1967
26001,2247901.07,255961.51,1585,552,0,-90,CORE,1967
26002,2248422.27,258719,1555,901,0,-90,CORE,1967
26003,2247506.88,256223.5,1590,466,0,-90,CORE,1967
26004,2262387.83,292705.25,1560,557,0,-90,CORE,1968
26005,2262222.89,293312.15,1590,400,0,-90,CORE,1968
26006,2262551.36,293099.29,1580,697,0,-90,CORE,1968
26007,2248914.5,258752.51,1590,587,0,-90,CORE,1968
26008,2248586.97,258292.59,1560,607,0,-90,CORE,1968
26009,2250706.49,315070.59,1520,1294,270,-56,CORE,1968
26010,2276805.54,409165.61,1602,620,315,-50,CORE,1969
26011,2276805.54,409165.61,1602,455,0,-90,CORE,1969
26012,2252301.52,300797.15,1495,764,45,-50,CORE,1969
26013,2278910.28,410704.22,1610,740,333,-60,CORE,1969
26014,2266700.19,402733.2,1590,894,315,-57,CORE,1968
26015,2277903.96,409856.22,1605,893,330,-50,CORE,1969
26016,2267785.77,400011.43,1580,645,0,-90,CORE,1969
26017,2277903.96,409856.22,1605,861,0,-90,CORE,1969
26018,2267785.77,400011.43,1580,418,150,-50,CORE,1969
26019,2267355.84,400037.1,1580,351,150,-50,CORE,1969
26020,2268083.97,400320.32,1580,293,150,-50,CORE,1969
26021,2276920.64,408985.27,1605,608,0,-90,CORE,1969
26022,2274621,408407.91,1605,606,0,-90,CORE,1969
26023,2274801.96,408060.3,1605,725,0,-90,CORE,1969
26024,2274387.39,408870.3,1605,586,0,-90,CORE,1969
26025,2272635.51,406042.48,1613,1042,0,-90,CORE,1969
26026,2275667.72,408497.91,1614,715,0,-90,CORE,1969
26027,2274291.59,406891.36,1606,910,0,-90,CORE,1969
26028,2276713.48,409303.31,1606,381,327,-50,CORE,1969
26029,2271445.44,405171.25,1630,1181,0,-90,CORE,1969
26030,2277269.23,408437.71,1622,1094,0,-90,CORE,1969
26031,2278219.64,409377.52,1599,1116,0,-90,CORE,1969
26032,2280271.52,411175.31,1610,690,0,-90,CORE,1969
26033,2279229.26,410212.4,1614,1104,0,-90,CORE,1969
26034,2283214.82,411395.84,1600,1375,0,-90,CORE,1970
26035,2284551.62,412959.67,1600,915,0,-90,CORE,1969
26036,2284903.5,412398.99,1596,1237,0,-90,CORE,1969
26037,2277961.58,410935.94,1605,301,327,-45,CORE,1969
26038,2278132.57,410680.21,1613,405,0,-90,CORE,1969
26039,2277586.59,409153.53,1606,956,0,-90,CORE,1969
26040,2286205.69,412853.59,1596,679,0,-90,CORE,1969
26041,2277584.98,410351.31,1613,387,0,-90,CORE,1969
26042,2277660.56,407824.57,1594,1946,0,-90,CORE,1969
26043,2279587.69,409661.57,1606,1559,0,-90,CORE,1969
26044,2278132.57,410680.21,1612,205,0,-90,CORE,1969
26045,2276454.89,408416.3,1598,926,0,-90,CORE,1969
26046,2278540.31,410067.09,1603,945,0,-90,CORE,1969
26047,2279674.86,410731.5,1609,800,0,-90,CORE,1969
26048,2278653.76,408669.28,1598,1902,0,-90,CORE,1969
26049,2280656.21,410621.23,1609,1207,0,-90,CORE,1969
26050,2279934.41,409130.25,1599,2005,0,-90,CORE,1970
26051,2280066.16,410144.61,1603,1454,0,-90,CORE,1970
26052,2281303.91,409709.81,1593,1866,0,-90,CORE,1970
26053,2276032.69,407963.5,1595,1018,0,-90,CORE,1970
26054,2274996.92,407053.1,1598,776,0,-90,CORE,1970
26055,2276387.88,407386.41,1595,1672,0,-90,CORE,1970
